Supplier_ID,Year,Financial_Stability_Score,Delivery_Performance_Score,Quality_Compliance_Score,Regulatory_Adherence_Score,Sustainability_Score,Past_Risk_Level,ERP_Transactions,Incidents_Count,MCDM_Score,Risk_Category,Risk_Score_Equal,Risk_Score_Priority,Risk_Class_Equal,Risk_Class_Priority
52,2021,0.53,0.41,0.58,0.69,0.97,0.57,315,1,0.58,Medium,0.5621786609380595,0.6259631578947369,Medium Risk,Medium Risk
25,2025,0.9,0.95,0.74,0.84,0.84,0.17,436,2,0.87,High,0.23571786609380593,0.20834060150375946,Low Risk,Low Risk
41,2021,0.77,0.47,0.74,0.8,0.46,0.08,61,12,0.66,Medium,0.5307017543859649,0.5378293233082706,Medium Risk,Medium Risk
31,2024,0.61,0.46,0.82,0.69,0.73,0.65,336,18,0.64,Medium,0.6536036519871107,0.650393984962406,Medium Risk,Medium Risk
5,2023,0.43,0.53,0.74,0.9,0.73,0.3,132,8,0.62,Medium,0.4963408521303258,0.586490977443609,Medium Risk,Medium Risk
99,2025,0.38,0.58,0.55,0.88,0.34,0.51,152,7,0.54,Medium,0.6581417830290011,0.7186992481203008,Medium Risk,High Risk
17,2025,0.73,0.58,0.81,0.81,0.6,0.13,165,2,0.71,High,0.3924865735767991,0.42492631578947365,Medium Risk,Medium Risk
7,2023,0.59,0.9,0.87,0.91,0.31,0.42,268,5,0.74,High,0.4151790189760115,0.4216872180451128,Medium Risk,Medium Risk
79,2025,0.83,0.48,0.77,0.69,0.31,0.24,262,17,0.66,Medium,0.6378535624776226,0.5912736842105264,Medium Risk,Medium Risk
45,2024,0.56,0.56,0.82,0.8,0.49,0.15,245,1,0.64,Medium,0.45044396706050843,0.5109203007518798,Medium Risk,Medium Risk
52,2024,0.76,0.89,0.81,0.94,0.57,0.96,162,8,0.81,High,0.43593268886501974,0.398148120300752,Medium Risk,Medium Risk
64,2021,0.76,0.97,0.9,0.63,0.5,0.93,493,7,0.8,High,0.5043662728249194,0.41148496240601506,Medium Risk,Medium Risk
21,2024,0.75,0.8,0.95,0.85,0.73,0.07,393,12,0.82,High,0.3218242033655567,0.322015037593985,Low Risk,Low Risk
83,2025,0.82,0.71,0.84,0.62,0.36,0.72,158,18,0.72,High,0.6560186179735051,0.5558368421052632,Medium Risk,Medium Risk
24,2023,0.31,0.97,0.87,0.74,0.51,0.35,448,18,0.67,Medium,0.5632975295381311,0.5691796992481203,Medium Risk,Medium Risk
7,2023,0.43,0.5,0.55,0.86,0.84,0.27,87,14,0.58,Medium,0.5904332259219477,0.6656842105263158,Medium Risk,High Risk
96,2024,0.93,0.87,0.61,0.99,0.77,0.01,341,3,0.84,High,0.23116183315431435,0.22883233082706766,Low Risk,Low Risk
78,2021,0.75,0.72,0.52,0.99,0.86,0.29,307,12,0.74,High,0.4186269244539922,0.43538646616541354,Medium Risk,Medium Risk
53,2024,0.41,0.43,0.56,0.84,0.37,0.38,383,17,0.51,Medium,0.7496562835660578,0.7999451127819548,High Risk,High Risk
22,2024,0.47,0.47,0.6,0.95,0.75,0.29,81,6,0.6,Medium,0.5040583601861798,0.6037932330827067,Medium Risk,Medium Risk
12,2021,0.68,0.78,0.61,0.99,0.82,0.56,200,11,0.75,High,0.4321285356247762,0.44600902255639097,Medium Risk,Medium Risk
96,2023,0.52,0.85,0.63,0.82,0.81,0.11,262,14,0.7,Medium,0.4634264232008593,0.48438421052631586,Medium Risk,Medium Risk
52,2023,0.98,0.69,0.58,0.74,0.59,0.76,402,2,0.75,High,0.4980307912638739,0.4283691729323309,Medium Risk,Medium Risk
63,2023,0.41,0.46,0.79,0.95,0.6,0.16,235,15,0.6,Medium,0.544108485499463,0.6389759398496241,Medium Risk,Medium Risk
72,2021,0.82,0.93,0.64,0.68,0.92,0.66,59,13,0.8,High,0.47890082348728963,0.39852105263157894,Medium Risk,Medium Risk
91,2023,0.78,0.63,0.77,0.81,0.89,0.84,61,16,0.76,High,0.529314357321876,0.4976533834586466,Medium Risk,Medium Risk
78,2021,0.97,0.62,0.66,0.66,0.51,0.88,150,3,0.73,High,0.5634407447189401,0.4817609022556391,Medium Risk,Medium Risk
4,2024,0.85,0.53,0.57,0.87,0.3,0.18,251,5,0.66,Medium,0.5179681346222701,0.5144729323308271,Medium Risk,Medium Risk
46,2024,0.43,0.63,0.7,0.95,0.66,0.72,278,15,0.64,Medium,0.5930200501253132,0.6417330827067669,Medium Risk,Medium Risk
58,2024,0.69,0.76,0.84,0.92,0.49,0.83,354,13,0.75,High,0.5150912996777658,0.49273533834586464,Medium Risk,Medium Risk
83,2025,0.82,0.99,0.6,0.93,0.66,0.37,399,16,0.82,High,0.42094701038310056,0.36556766917293226,Medium Risk,Medium Risk
55,2021,0.36,0.53,0.8,0.89,1.0,0.93,350,0,0.63,Medium,0.4718027210884354,0.5783571428571428,Medium Risk,Medium Risk
17,2024,0.65,0.51,0.84,1.0,0.82,0.74,139,15,0.72,High,0.48904045828857867,0.5293330827067669,Medium Risk,Medium Risk
69,2021,0.7,0.99,0.58,0.88,0.71,0.59,247,16,0.78,High,0.4902327246688149,0.44119624060150375,Medium Risk,Medium Risk
51,2025,0.34,0.91,0.61,0.75,0.62,0.48,454,9,0.63,Medium,0.5706283566058002,0.5925541353383459,Medium Risk,Medium Risk
64,2025,0.79,0.78,0.52,0.96,0.94,0.78,149,5,0.77,High,0.4079341210168278,0.40454436090225576,Medium Risk,Medium Risk
41,2024,0.39,0.64,0.96,0.79,0.31,0.28,155,6,0.62,Medium,0.522561761546724,0.5816932330827068,Medium Risk,Medium Risk
35,2024,0.85,0.98,0.69,0.77,0.89,0.27,378,12,0.84,High,0.3573344074471895,0.29890075187969933,Medium Risk,Low Risk
100,2023,0.34,0.94,0.57,0.81,0.59,0.35,176,14,0.63,Medium,0.5786305048335123,0.5984842105263158,Medium Risk,Medium Risk
82,2023,0.97,0.74,0.97,0.62,0.59,0.26,362,4,0.82,High,0.36320443967060506,0.2978526315789474,Medium Risk,Low Risk
58,2025,0.48,0.79,0.6,0.83,0.62,0.97,433,11,0.65,Medium,0.6299516648764768,0.6266804511278196,Medium Risk,Medium Risk
61,2021,0.32,0.83,0.71,0.64,0.78,0.55,201,1,0.62,Medium,0.5216684568564268,0.5640203007518798,Medium Risk,Medium Risk
28,2022,0.68,0.88,0.77,0.85,0.46,0.85,379,4,0.75,High,0.4748711063372717,0.4461383458646616,Medium Risk,Medium Risk
2,2021,0.77,0.68,0.71,0.86,0.68,0.06,473,5,0.74,High,0.3674579305406373,0.38671578947368423,Medium Risk,Medium Risk
60,2023,0.62,0.43,0.89,0.68,0.48,0.16,432,3,0.62,Medium,0.510515574650913,0.5521751879699249,Medium Risk,Medium Risk
86,2025,0.76,0.5,0.63,0.98,0.69,0.75,418,1,0.7,Medium,0.4588113139992839,0.49674887218045116,Medium Risk,Medium Risk
25,2023,0.94,0.72,0.75,0.64,0.76,0.82,227,10,0.78,High,0.5202219835302542,0.43048872180451137,Medium Risk,Medium Risk
19,2025,0.98,0.52,0.76,0.71,0.85,0.58,134,7,0.77,High,0.4566111707841031,0.41452781954887225,Medium Risk,Medium Risk
55,2021,0.58,0.95,0.77,0.66,0.79,0.79,312,15,0.74,High,0.5532581453634086,0.4982473684210527,Medium Risk,Medium Risk
3,2025,0.93,0.57,0.99,0.66,0.44,0.18,150,15,0.76,High,0.49373433583959897,0.4330473684210527,Medium Risk,Medium Risk
4,2023,0.92,0.88,0.75,0.99,0.59,0.98,70,12,0.85,High,0.43379699248120296,0.36544360902255635,Medium Risk,Medium Risk
34,2024,1.0,0.99,0.83,0.65,0.78,0.09,245,19,0.89,High,0.3765646258503402,0.2612714285714286,Medium Risk,Low Risk
34,2022,0.36,0.84,0.59,0.94,0.87,0.54,260,11,0.66,Medium,0.49365914786967435,0.5537804511278196,Medium Risk,Medium Risk
11,2022,0.88,0.68,0.68,0.8,0.88,0.34,326,0,0.78,High,0.33659863945578233,0.33434285714285716,Medium Risk,Medium Risk
85,2023,0.4,0.61,0.73,0.9,0.76,0.62,199,16,0.63,Medium,0.5860150375939849,0.6420533834586466,Medium Risk,Medium Risk
69,2024,0.63,0.99,0.82,0.65,0.77,0.33,473,14,0.78,High,0.45366451843895456,0.4058413533834586,Medium Risk,Medium Risk
39,2021,0.76,1.0,0.54,0.63,0.54,0.87,352,5,0.73,High,0.5683082706766917,0.47177293233082707,Medium Risk,Medium Risk
15,2025,0.32,0.58,0.83,0.98,0.91,0.77,404,12,0.64,Medium,0.5130827067669174,0.6117864661654135,Medium Risk,Medium Risk
79,2022,0.76,0.92,0.5,0.67,0.57,0.38,191,3,0.72,High,0.49333870390261364,0.4379323308270677,Medium Risk,Medium Risk
72,2023,0.59,0.88,0.74,0.61,0.6,0.03,151,15,0.7,Medium,0.524516648764769,0.4905473684210526,Medium Risk,Medium Risk
83,2023,0.88,0.82,0.92,0.99,0.73,0.56,173,18,0.87,High,0.36421589688506983,0.3252511278195489,Medium Risk,Low Risk
47,2024,0.38,0.82,0.77,0.64,0.47,0.01,425,19,0.62,Medium,0.6161224489795918,0.6182285714285715,Medium Risk,Medium Risk
89,2023,0.35,0.54,0.87,0.84,0.35,0.88,51,8,0.58,Medium,0.6549803079126387,0.7097624060150376,Medium Risk,High Risk
86,2021,0.99,0.78,0.77,0.94,0.5,0.43,316,13,0.84,High,0.4027783745076978,0.34264962406015037,Medium Risk,Medium Risk
50,2025,0.67,0.44,0.92,0.84,0.38,0.09,494,8,0.66,Medium,0.4802184031507339,0.5246195488721804,Medium Risk,Medium Risk
68,2023,0.88,0.93,0.79,0.81,0.6,0.32,125,13,0.84,High,0.3941049051199426,0.32666390977443605,Medium Risk,Low Risk
47,2021,0.54,0.5,0.59,0.98,0.61,0.79,228,3,0.61,Medium,0.5522162549230218,0.6191037593984963,Medium Risk,Medium Risk
55,2024,0.37,0.63,0.74,0.86,0.97,0.6,488,8,0.64,Medium,0.4929394915861081,0.5749195488721804,Medium Risk,Medium Risk
1,2021,0.3,0.42,0.8,0.96,0.47,0.47,490,12,0.55,Medium,0.6179126387397064,0.7264436090225564,Medium Risk,High Risk
99,2023,0.61,0.68,0.8,0.81,0.9,0.05,185,10,0.72,High,0.3835213032581452,0.4257744360902255,Medium Risk,Medium Risk
20,2024,0.5,0.68,0.72,0.69,0.58,0.04,282,8,0.63,Medium,0.5205245255997136,0.5517624060150376,Medium Risk,Medium Risk
88,2025,0.5,0.89,0.77,0.95,0.7,0.03,241,10,0.74,High,0.35250089509488003,0.4039315789473684,Medium Risk,Medium Risk
19,2023,0.39,0.56,0.7,0.77,0.59,0.91,158,11,0.57,Medium,0.6934890798424634,0.7266090225563908,High Risk,High Risk
61,2021,0.88,0.97,0.91,0.6,0.75,0.05,480,16,0.85,High,0.3786680988184748,0.2886819548872181,Medium Risk,Low Risk
47,2024,0.78,0.47,0.69,0.78,0.56,0.12,461,7,0.66,Medium,0.4978016469745793,0.5129421052631579,Medium Risk,Medium Risk
84,2021,0.35,0.45,0.68,0.98,0.77,0.68,499,18,0.58,Medium,0.6415968492660221,0.7292939849624059,Medium Risk,High Risk
75,2025,0.31,0.78,0.96,0.85,0.91,0.72,204,1,0.7,Medium,0.3869405656999642,0.4749488721804512,Medium Risk,Medium Risk
93,2023,0.67,0.49,0.51,0.77,0.51,0.49,350,14,0.59,Medium,0.6861815252416756,0.6788699248120301,High Risk,High Risk
90,2025,0.39,0.74,0.67,0.89,0.76,0.85,487,10,0.65,Medium,0.565562119584676,0.6094315789473683,Medium Risk,Medium Risk
18,2024,0.77,0.57,0.65,0.92,0.61,0.8,244,11,0.7,Medium,0.5544754744002864,0.5453947368421052,Medium Risk,Medium Risk
79,2021,0.6,0.59,0.79,0.75,0.72,0.71,466,6,0.67,Medium,0.5322216254923022,0.5489646616541354,Medium Risk,Medium Risk
34,2024,0.6,0.49,0.95,0.74,0.41,0.03,493,17,0.64,Medium,0.5627175080558539,0.5829736842105263,Medium Risk,Medium Risk
92,2023,0.54,0.44,0.7,0.72,0.77,0.61,467,15,0.6,Medium,0.6597887576083065,0.6835187969924812,Medium Risk,High Risk
56,2024,0.69,0.46,0.58,0.99,0.46,0.98,116,10,0.63,Medium,0.6408002148227713,0.6552601503759399,Medium Risk,Medium Risk
45,2024,0.37,0.53,0.96,0.77,0.58,0.31,174,14,0.61,Medium,0.5693107769423559,0.6345842105263159,Medium Risk,Medium Risk
30,2022,0.93,0.47,0.98,0.73,0.92,0.6,250,16,0.79,High,0.4649606158252775,0.428481954887218,Medium Risk,Medium Risk
29,2025,0.72,0.49,0.52,0.99,0.84,0.98,354,12,0.68,Medium,0.5821643394199786,0.5996007518796993,Medium Risk,Medium Risk
34,2025,0.83,0.9,0.72,0.72,0.48,0.19,390,13,0.77,High,0.4695130683852488,0.3985067669172933,Medium Risk,Medium Risk
21,2024,0.88,0.73,0.58,0.83,1.0,0.15,403,10,0.79,High,0.36610633727175085,0.3516172932330828,Medium Risk,Medium Risk
100,2023,0.85,0.84,0.65,0.73,0.85,0.46,390,7,0.79,High,0.41409416398138205,0.3652706766917294,Medium Risk,Medium Risk
28,2025,0.63,0.73,0.61,0.99,0.94,0.72,222,14,0.74,High,0.47516111707841036,0.4957270676691729,Medium Risk,Medium Risk
12,2025,0.82,0.73,0.53,0.87,0.63,0.03,119,16,0.73,High,0.48183136412459715,0.45748195488721805,Medium Risk,Medium Risk
19,2022,0.99,0.69,0.93,0.84,0.56,0.29,466,14,0.84,High,0.38948084496956675,0.33438421052631584,Medium Risk,Medium Risk
27,2023,0.94,0.62,0.86,0.96,0.62,0.44,224,14,0.82,High,0.40267812388113144,0.3779413533834587,Medium Risk,Medium Risk
4,2025,0.63,1.0,0.53,0.6,0.75,0.3,377,18,0.71,High,0.5818689581095596,0.5089368421052631,Medium Risk,Medium Risk
63,2023,0.61,0.71,0.81,0.97,0.31,0.48,398,10,0.7,Medium,0.49821518080916577,0.5163887218045113,Medium Risk,Medium Risk
67,2022,0.39,0.58,0.68,0.92,0.5,0.21,106,14,0.59,Medium,0.5817937701396347,0.6547413533834586,Medium Risk,Medium Risk
35,2023,0.44,1.0,0.54,0.6,0.33,0.34,86,0,0.61,Medium,0.5738775510204082,0.5548857142857143,Medium Risk,Medium Risk
15,2025,0.3,0.96,0.91,0.92,0.92,0.7,240,7,0.74,High,0.3756247762262799,0.44281353383458644,Medium Risk,Medium Risk
23,2021,0.81,0.57,0.84,0.61,0.51,0.55,447,12,0.7,Medium,0.5949534550662371,0.5385436090225565,Medium Risk,Medium Risk
45,2022,0.3,0.46,0.93,0.87,0.38,0.84,429,15,0.56,Medium,0.697169709989259,0.763575939849624,High Risk,High Risk
60,2022,0.35,0.64,0.65,0.69,0.5,0.8,169,6,0.55,Medium,0.6905209452201934,0.7198646616541354,High Risk,High Risk
53,2021,0.68,0.53,0.52,0.69,0.59,0.76,80,16,0.6,Medium,0.7376136770497672,0.6993676691729325,High Risk,High Risk
55,2022,0.71,0.77,0.54,0.87,0.47,0.71,102,14,0.69,Medium,0.606657715717866,0.565927067669173,Medium Risk,Medium Risk
22,2024,0.4,0.87,0.64,0.8,0.5,0.13,403,10,0.64,Medium,0.5234872896527031,0.5547315789473684,Medium Risk,Medium Risk
76,2021,0.52,0.4,0.76,0.62,0.49,0.71,392,17,0.55,Medium,0.7784317937701396,0.7741593984962405,High Risk,High Risk
8,2021,0.54,0.96,0.54,0.97,0.88,0.13,186,1,0.74,High,0.296124239169352,0.3541488721804511,Low Risk,Medium Risk
44,2024,0.85,0.94,0.72,0.96,0.56,0.96,470,16,0.83,High,0.48642320085929114,0.40901052631578955,Medium Risk,Medium Risk
58,2022,0.7,0.96,0.92,0.87,0.4,0.25,284,12,0.8,High,0.3884228428213391,0.35895789473684214,Medium Risk,Medium Risk
33,2024,0.39,0.81,0.97,0.71,0.63,0.63,342,9,0.68,Medium,0.5150501253132832,0.536096992481203,Medium Risk,Medium Risk
17,2025,0.65,0.63,0.93,0.79,0.38,0.63,276,11,0.7,Medium,0.5537611886860007,0.5430233082706767,Medium Risk,Medium Risk
71,2021,0.43,0.73,0.71,0.89,0.56,0.87,359,0,0.64,Medium,0.5168367346938776,0.5679,Medium Risk,Medium Risk
100,2025,0.83,0.42,0.7,0.97,0.39,0.74,375,11,0.68,Medium,0.5821285356247764,0.5803233082706767,Medium Risk,Medium Risk
44,2025,0.78,0.68,0.79,0.63,0.33,0.67,98,9,0.69,Medium,0.6133494450411743,0.5451112781954887,Medium Risk,Medium Risk
53,2024,0.37,0.81,0.62,0.96,0.89,0.71,447,9,0.67,Medium,0.48821339061940566,0.5519541353383459,Medium Risk,Medium Risk
35,2021,0.82,0.6,0.95,0.71,0.81,0.88,427,5,0.77,High,0.4519137128535625,0.42460150375939854,Medium Risk,Medium Risk
65,2024,0.62,0.56,0.61,0.65,0.9,0.58,219,14,0.64,Medium,0.6272699606158253,0.6193699248120301,Medium Risk,Medium Risk
94,2021,0.38,0.56,0.51,0.72,0.84,0.52,293,11,0.55,Medium,0.6609380594343001,0.7115804511278196,High Risk,High Risk
16,2023,0.76,0.73,0.94,0.87,0.68,0.83,266,7,0.8,High,0.41334586466165407,0.39879924812030076,Medium Risk,Medium Risk
45,2023,0.51,0.44,0.61,0.7,0.64,0.75,477,3,0.55,Medium,0.6550733977801647,0.6937609022556392,Medium Risk,High Risk
90,2021,0.47,0.72,0.83,0.86,0.69,0.78,66,11,0.68,Medium,0.5308020050125314,0.5592375939849624,Medium Risk,Medium Risk
71,2022,0.93,0.91,0.66,0.71,0.99,0.53,117,14,0.84,High,0.41944683136412453,0.33315563909774426,Medium Risk,Medium Risk
95,2024,0.75,0.89,0.97,0.73,0.81,0.54,208,8,0.83,High,0.3582796276405299,0.3226909774436091,Medium Risk,Low Risk
46,2022,0.78,0.96,0.75,0.69,0.33,0.42,471,1,0.76,High,0.44081811672037235,0.37840601503759397,Medium Risk,Medium Risk
15,2025,0.96,0.98,0.81,0.97,0.83,0.55,351,12,0.92,High,0.2814160401002507,0.2227007518796993,Low Risk,Low Risk
95,2023,0.42,0.67,0.6,0.62,0.89,0.98,382,17,0.6,Medium,0.7372073039742213,0.7239736842105262,High Risk,High Risk
11,2024,0.76,0.47,0.82,0.8,0.58,0.95,495,11,0.69,Medium,0.6021625492302185,0.5837661654135338,Medium Risk,Medium Risk
11,2025,0.61,0.76,0.54,0.85,0.99,0.19,420,1,0.71,High,0.35843716433942,0.4098631578947368,Medium Risk,Medium Risk
17,2023,0.58,0.97,0.98,0.76,0.9,0.77,143,0,0.82,High,0.3146938775510204,0.31841428571428576,Low Risk,Low Risk
43,2021,0.41,0.74,0.89,0.8,0.31,0.01,150,9,0.64,Medium,0.4950841389187253,0.5439684210526315,Medium Risk,Medium Risk
43,2025,0.46,0.59,0.92,0.89,0.37,0.43,426,2,0.64,Medium,0.47500358037952023,0.5471120300751879,Medium Risk,Medium Risk
13,2025,0.38,0.57,0.7,0.97,1.0,0.04,142,6,0.64,Medium,0.37616720372359475,0.5092218045112783,Medium Risk,Medium Risk
67,2024,0.36,0.42,0.53,0.78,0.49,0.62,222,19,0.48,Medium,0.8170748299319728,0.8582,High Risk,High Risk
93,2024,0.7,0.65,0.92,0.96,0.91,0.97,392,9,0.79,High,0.40630862871464374,0.4255255639097744,Medium Risk,Medium Risk
59,2023,0.83,0.54,0.98,0.66,0.78,0.22,117,4,0.76,High,0.37776226279985675,0.37739548872180456,Medium Risk,Medium Risk
11,2023,0.6,0.6,0.92,0.66,0.6,0.9,203,7,0.67,Medium,0.5839921231650554,0.572784962406015,Medium Risk,Medium Risk
5,2025,0.83,0.89,0.94,0.82,0.44,0.26,417,18,0.83,High,0.4290798424633011,0.36440827067669185,Medium Risk,Medium Risk
46,2024,0.75,0.62,0.65,0.95,0.62,0.1,332,7,0.71,High,0.4038220551378446,0.43698496240601503,Medium Risk,Medium Risk
63,2025,0.81,0.86,0.68,0.93,0.66,0.46,230,19,0.8,High,0.4664965986394557,0.4189142857142857,Medium Risk,Medium Risk
23,2025,0.33,0.48,0.88,0.6,0.59,0.52,406,9,0.54,Medium,0.6633154314357322,0.7154255639097745,High Risk,High Risk
40,2025,0.51,0.54,0.5,0.89,0.98,0.22,469,14,0.62,Medium,0.5324400286430363,0.6008270676691729,Medium Risk,Medium Risk
41,2025,0.83,0.77,0.95,0.93,0.48,0.27,234,15,0.82,High,0.3862173290368779,0.36073308270676696,Medium Risk,Medium Risk
47,2024,0.99,0.85,0.7,0.84,0.76,0.08,336,9,0.85,High,0.30868958109559613,0.25943984962406014,Low Risk,Low Risk
74,2023,0.49,0.71,0.63,0.85,0.64,0.36,97,19,0.64,Medium,0.6001700680272108,0.6169857142857142,Medium Risk,Medium Risk
25,2023,0.83,0.46,0.76,0.8,0.56,0.93,137,1,0.69,Medium,0.53343716433942,0.5243774436090225,Medium Risk,Medium Risk
15,2023,0.86,0.47,0.56,0.94,0.54,0.03,218,8,0.68,Medium,0.460218403150734,0.48329097744360905,Medium Risk,Medium Risk
13,2024,0.98,0.91,0.85,0.89,0.69,0.95,114,16,0.89,High,0.42693340494092374,0.3281390977443609,Medium Risk,Low Risk
67,2022,0.41,0.87,0.87,0.75,0.32,0.84,127,0,0.66,Medium,0.53656462585034,0.5477285714285713,Medium Risk,Medium Risk
14,2022,0.61,0.54,0.85,0.93,0.68,0.97,388,0,0.7,Medium,0.4608503401360543,0.5117142857142857,Medium Risk,Medium Risk
69,2023,0.64,0.47,0.98,0.89,0.97,0.23,92,9,0.74,High,0.35130862871464374,0.4266398496240601,Medium Risk,Medium Risk
89,2024,0.77,0.78,0.66,0.93,0.65,0.07,255,2,0.76,High,0.31792875044754737,0.34064060150375935,Low Risk,Medium Risk
16,2023,0.74,0.55,0.58,0.67,0.31,0.39,438,11,0.61,Medium,0.6772986036519872,0.638309022556391,High Risk,Medium Risk
17,2021,0.6,0.93,0.8,0.7,0.55,0.08,68,4,0.73,High,0.3959255281059792,0.3905526315789473,Medium Risk,Medium Risk
66,2024,0.99,0.87,0.87,0.65,0.85,0.79,297,19,0.87,High,0.4814625850340136,0.3557285714285715,Medium Risk,Medium Risk
29,2022,0.96,0.95,0.51,0.78,0.98,0.1,107,4,0.84,High,0.28708199069101326,0.23852406015037603,Low Risk,Low Risk
28,2021,0.82,0.82,0.71,0.74,0.58,0.26,315,1,0.76,High,0.38568206229860363,0.3570917293233083,Medium Risk,Medium Risk
89,2023,0.49,0.57,0.83,0.99,0.72,0.08,206,14,0.68,Medium,0.4324400286430362,0.5190984962406017,Medium Risk,Medium Risk
20,2023,0.6,0.82,0.73,0.64,0.69,0.64,455,2,0.7,Medium,0.4999355531686359,0.48272631578947367,Medium Risk,Medium Risk
6,2023,0.77,0.82,0.81,0.73,0.49,0.6,462,3,0.76,High,0.45286251342642325,0.4110466165413533,Medium Risk,Medium Risk
65,2023,0.37,0.49,0.97,0.89,0.92,0.2,327,3,0.65,Medium,0.36531149301826,0.49966090225563914,Medium Risk,Medium Risk
98,2021,0.34,0.78,0.69,0.97,0.68,0.94,187,3,0.65,Medium,0.5085087719298246,0.5782466165413535,Medium Risk,Medium Risk
73,2025,0.73,0.84,0.61,0.87,0.65,0.74,227,2,0.75,High,0.443234872896527,0.4270691729323309,Medium Risk,Medium Risk
85,2021,0.6,0.56,0.72,0.89,0.31,0.59,322,10,0.63,Medium,0.605970282849982,0.6231458646616541,Medium Risk,Medium Risk
41,2022,0.79,0.52,0.83,0.93,0.34,0.91,112,0,0.71,High,0.4954081632653061,0.5019142857142858,Medium Risk,Medium Risk
69,2023,0.47,0.44,0.73,0.89,0.72,0.67,387,15,0.6,Medium,0.6235642678123882,0.6825759398496243,Medium Risk,High Risk
10,2022,0.86,0.89,0.97,0.82,0.44,0.62,370,13,0.84,High,0.4282205513784461,0.354721052631579,Medium Risk,Medium Risk
8,2023,0.84,0.66,0.6,0.92,0.53,0.87,402,4,0.73,High,0.5067418546365915,0.48262406015037596,Medium Risk,Medium Risk
9,2022,0.85,0.67,0.82,0.7,0.79,0.43,469,17,0.77,High,0.49986036519871113,0.4456308270676692,Medium Risk,Medium Risk
37,2024,0.59,0.7,0.89,0.84,0.44,0.59,184,10,0.7,Medium,0.5174328678839956,0.5233744360902255,Medium Risk,Medium Risk
54,2024,0.45,0.57,0.86,0.6,0.59,0.92,390,15,0.6,Medium,0.7253669889008235,0.7144187969924812,High Risk,High Risk
29,2025,0.85,0.97,0.87,0.89,0.88,0.45,118,0,0.89,High,0.2029591836734694,0.18801428571428577,Low Risk,Low Risk
68,2024,0.47,0.71,0.77,0.74,0.55,0.83,202,12,0.64,Medium,0.6364160401002507,0.6346007518796992,Medium Risk,Medium Risk
55,2025,0.53,0.61,0.75,0.98,0.91,0.1,186,5,0.7,Medium,0.33759398496240595,0.4372443609022556,Medium Risk,Medium Risk
35,2021,0.9,0.81,0.92,0.94,0.82,0.44,263,8,0.88,High,0.2696741854636592,0.2522624060150376,Low Risk,Low Risk
29,2025,0.59,0.83,0.69,0.8,0.6,0.74,134,1,0.7,Medium,0.47901539563193707,0.4803631578947369,Medium Risk,Medium Risk
6,2024,0.66,0.5,0.54,0.61,0.42,0.89,171,9,0.56,Medium,0.772329036877909,0.7312541353383458,High Risk,High Risk
36,2022,0.66,0.76,0.62,0.62,0.57,0.23,448,7,0.66,Medium,0.5440601503759398,0.5173563909774436,Medium Risk,Medium Risk
9,2021,0.6,0.72,0.85,0.88,0.42,0.5,190,0,0.7,Medium,0.4238095238095238,0.45642857142857135,Medium Risk,Medium Risk
34,2025,0.67,0.47,0.8,0.65,0.54,0.14,331,16,0.63,Medium,0.6098585750089509,0.605281954887218,Medium Risk,Medium Risk
71,2025,0.57,0.94,0.6,0.8,0.59,0.02,66,10,0.7,Medium,0.44947368421052625,0.44991729323308277,Medium Risk,Medium Risk
25,2023,0.63,0.74,0.81,0.88,0.48,0.01,205,8,0.72,High,0.40225921947726456,0.43193383458646606,Medium Risk,Medium Risk
56,2021,0.63,0.92,0.6,0.65,0.5,0.53,462,18,0.69,Medium,0.6469369853204441,0.5710225563909774,Medium Risk,Medium Risk
19,2022,0.58,0.69,0.51,0.76,0.75,0.02,433,15,0.64,Medium,0.5518976011457214,0.566133082706767,Medium Risk,Medium Risk
66,2024,0.43,0.85,0.92,0.82,0.99,0.45,382,12,0.75,High,0.39573576799140714,0.4388864661654135,Medium Risk,Medium Risk
79,2024,1.0,0.74,0.66,0.69,0.55,0.37,108,3,0.78,High,0.4370121732903688,0.3649037593984962,Medium Risk,Medium Risk
60,2024,0.33,0.61,0.96,0.75,0.88,0.84,442,1,0.64,Medium,0.4823147153598281,0.5634488721804511,Medium Risk,Medium Risk
61,2021,0.71,0.66,0.77,0.81,0.55,0.68,258,2,0.71,High,0.47772466881489434,0.47789774436090227,Medium Risk,Medium Risk
83,2024,0.82,0.5,0.6,0.96,0.82,0.91,264,2,0.72,High,0.46612602935911207,0.4862406015037594,Medium Risk,Medium Risk
21,2022,0.92,0.75,0.82,0.66,0.63,0.72,103,15,0.79,High,0.5398567848191907,0.44224736842105267,Medium Risk,Medium Risk
8,2023,0.43,0.76,0.93,0.95,0.81,0.75,385,16,0.73,High,0.47754564983888287,0.5211248120300752,Medium Risk,Medium Risk
90,2022,0.39,0.67,0.73,0.98,0.6,0.55,288,2,0.64,Medium,0.4625886143931256,0.5533691729323309,Medium Risk,Medium Risk
38,2023,0.75,0.59,0.63,0.68,0.79,0.22,405,6,0.68,Medium,0.48803795202291445,0.48670751879699253,Medium Risk,Medium Risk
22,2022,0.76,0.89,0.89,0.9,0.43,0.09,406,19,0.81,High,0.41435374149659865,0.3782428571428571,Medium Risk,Medium Risk
